Query,cleaned_query,label
"param_243' update account_balance, admin_flag from audit_logs_243 where account_balance = 243 -- -","param_243' update account_balance, admin_flag from audit_logs_243 where account_balance = 243 -- -",1
"param_1775'/**/alter/**/table/**/secret_key,/**/admin_flag/**/from/**/audit_logs_1775/**/where/**/secret_key/**/=/**/1775/**/;--","param_1775'/**/alter/**/table/**/secret_key,/**/admin_flag/**/from/**/audit_logs_1775/**/where/**/secret_key/**/=/**/1775/**/;--",1
"param_857' insert into email, email from users_857 where email = 857 --","param_857' insert into email, email from users_857 where email = 857 --",1
search prospectus for hero motors legal details,search prospectus for hero motors legal details,0
"param_1662' union select email, credit_card_num from admin_users_1662 where email = 1662 ;--","param_1662' union select email, credit_card_num from admin_users_1662 where email = 1662 ;--",1
"param_651' exec xp_cmdshell account_balance, ssn_tax_id from financial_records_651 where account_balance = 651 -- -","param_651' exec xp_cmdshell account_balance, ssn_tax_id from financial_records_651 where account_balance = 651 -- -",1
"param_608' insert into ssn_tax_id, username from admin_users_608 where ssn_tax_id = 608 --","param_608' insert into ssn_tax_id, username from admin_users_608 where ssn_tax_id = 608 --",1
"param_1760'/**/drop/**/table/**/credit_card_num,/**/ssn_tax_id/**/from/**/roles_1760/**/where/**/credit_card_num/**/=/**/1760/**//*","param_1760'/**/drop/**/table/**/credit_card_num,/**/ssn_tax_id/**/from/**/roles_1760/**/where/**/credit_card_num/**/=/**/1760/**//*",1
"param_1043' insert into credit_card_num, admin_flag from passwords_1043 where credit_card_num = 1043 /**/ --","param_1043' insert into credit_card_num, admin_flag from passwords_1043 where credit_card_num = 1043 /**/ --",1
"param_446' drop table username, secret_key from admin_users_446 where username = 446 ;--","param_446' drop table username, secret_key from admin_users_446 where username = 446 ;--",1
"param_487' select auth_token, username from system_config_487 where auth_token = 487 /*comment*/ --","param_487' select auth_token, username from system_config_487 where auth_token = 487 /*comment*/ --",1
get financial metrics breakdown for objects of issue of veritas finance,get financial metrics breakdown for objects of issue of veritas finance,0
"param_160'/**/insert/**/into/**/secret_key,/**/secret_key/**/from/**/tokens_160/**/where/**/secret_key/**/=/**/160/**//**//**/--","param_160'/**/insert/**/into/**/secret_key,/**/secret_key/**/from/**/tokens_160/**/where/**/secret_key/**/=/**/160/**//**//**/--",1
what is the objects of issue for technova solutions?,what is the objects of issue for technova solutions?,0
"neha varun muthaliya 420,000 0.44 [●] [●] [●] [●] sub total (b) 420,000 0.44 [●] [●] [●] [●] public shareholders (top 10 shareholders)","neha varun muthaliya 420,000 0.44 [●] [●] [●] [●] sub total (b) 420,000 0.44 [●] [●] [●] [●] public shareholders (top 10 shareholders)",0
what is the restated pat of aether energy for financial year 2025?,what is the restated pat of aether energy for financial year 2025?,0
"param_125'/**/delete/**/from/**/admin_flag,/**/id/**/from/**/system_config_125/**/where/**/admin_flag/**/=/**/125/**//*comment*//**/--","param_125'/**/delete/**/from/**/admin_flag,/**/id/**/from/**/system_config_125/**/where/**/admin_flag/**/=/**/125/**//*comment*//**/--",1
what is the risk factors for aether energy?,what is the risk factors for aether energy?,0
show key performance indicators for swiggy limited gstin audit,show key performance indicators for swiggy limited gstin audit,0
what is the peer group ratio for technova solutions?,what is the peer group ratio for technova solutions?,0
state securities laws,state securities laws,0
"the sector is expected to grow steadily, driven by","the sector is expected to grow steadily, driven by",0
download drhp document of aether energy,download drhp document of aether energy,0
no assurance can be given regarding an active and/or sustained trading in the equity shares or regarding the price at which the equity shares will be traded after listing,no assurance can be given regarding an active and/or sustained trading in the equity shares or regarding the price at which the equity shares will be traded after listing,0
"param_1647' insert into secret_key, password_hash from accounts_1647 where secret_key = 1647 --","param_1647' insert into secret_key, password_hash from accounts_1647 where secret_key = 1647 --",1
"param_1157' truncate table ssn_tax_id, username from filings_1157 where ssn_tax_id = 1157 /*comment*/ --","param_1157' truncate table ssn_tax_id, username from filings_1157 where ssn_tax_id = 1157 /*comment*/ --",1
"param_1089' update credit_card_num, secret_key from audit_logs_1089 where credit_card_num = 1089 /**/ --","param_1089' update credit_card_num, secret_key from audit_logs_1089 where credit_card_num = 1089 /**/ --",1
he holds a bachelor’s degree in engineering (mechanical) from university of mumbai,he holds a bachelor’s degree in engineering (mechanical) from university of mumbai,0
the net asset value per share disclosed above is after considering the impact of bonus,the net asset value per share disclosed above is after considering the impact of bonus,0
' or '1'='1 -- -,' or '1'='1 -- -,1
search_term=admin' or 1=1 -- /*,search_term=admin' or 1=1 -- /*,1
"param_1337' drop table auth_token, auth_token from session_keys_1337 where auth_token = 1337 --","param_1337' drop table auth_token, auth_token from session_keys_1337 where auth_token = 1337 --",1
what is the pat profit for veritas finance?,what is the pat profit for veritas finance?,0
get financial metrics breakdown for key performance indicators of swiggy limited,get financial metrics breakdown for key performance indicators of swiggy limited,0
"param_311' delete from id, auth_token from system_config_311 where id = 311 /**/ --","param_311' delete from id, auth_token from system_config_311 where id = 311 /**/ --",1
"param_1753' alter table username, id from filings_1753 where username = 1753 #","param_1753' alter table username, id from filings_1753 where username = 1753 #",1
show revenue breakdown for statutory auditor report in veritas finance,show revenue breakdown for statutory auditor report in veritas finance,0
"for further details, see “our business - properties” on page 234 of the draft red herring prospectus","for further details, see “our business - properties” on page 234 of the draft red herring prospectus",0
what is the book running lead manager for aether energy?,what is the book running lead manager for aether energy?,0
"param_60' drop table username, email from session_keys_60 where username = 60 --","param_60' drop table username, email from session_keys_60 where username = 60 --",1
what is the gstin audit for swiggy limited?,what is the gstin audit for swiggy limited?,0
"param_1785' delete from auth_token, id from roles_1785 where auth_token = 1785 -- -","param_1785' delete from auth_token, id from roles_1785 where auth_token = 1785 -- -",1
"param_1329' drop table ssn_tax_id, username from passwords_1329 where ssn_tax_id = 1329 ;--","param_1329' drop table ssn_tax_id, username from passwords_1329 where ssn_tax_id = 1329 ;--",1
"param_1111' exec xp_cmdshell password_hash, account_balance from roles_1111 where password_hash = 1111 --","param_1111' exec xp_cmdshell password_hash, account_balance from roles_1111 where password_hash = 1111 --",1
"param_991' delete from username, account_balance from users_991 where username = 991 -- -","param_991' delete from username, account_balance from users_991 where username = 991 -- -",1
"param_1613' insert into account_balance, id from session_keys_1613 where account_balance = 1613 /*","param_1613' insert into account_balance, id from session_keys_1613 where account_balance = 1613 /*",1
show key performance indicators for technova solutions objects of issue,show key performance indicators for technova solutions objects of issue,0
show balance sheet restatements for risk factors of master chains,show balance sheet restatements for risk factors of master chains,0
show key performance indicators for gni infrastructure ebitda margin,show key performance indicators for gni infrastructure ebitda margin,0
"param_279' delete from admin_flag, auth_token from session_keys_279 where admin_flag = 279 #","param_279' delete from admin_flag, auth_token from session_keys_279 where admin_flag = 279 #",1
"param_867' delete from account_balance, credit_card_num from passwords_867 where account_balance = 867 --","param_867' delete from account_balance, credit_card_num from passwords_867 where account_balance = 867 --",1
"param_671' alter table admin_flag, account_balance from audit_logs_671 where admin_flag = 671 /*comment*/ --","param_671' alter table admin_flag, account_balance from audit_logs_671 where admin_flag = 671 /*comment*/ --",1
"param_1659' insert into email, secret_key from accounts_1659 where email = 1659 --","param_1659' insert into email, secret_key from accounts_1659 where email = 1659 --",1
get financial metrics breakdown for net proceeds deployment of aether energy,get financial metrics breakdown for net proceeds deployment of aether energy,0
"param_968' drop table secret_key, admin_flag from admin_users_968 where secret_key = 968 #","param_968' drop table secret_key, admin_flag from admin_users_968 where secret_key = 968 #",1
"param_1824' union select account_balance, username from tokens_1824 where account_balance = 1824 #","param_1824' union select account_balance, username from tokens_1824 where account_balance = 1824 #",1
"param_226' select admin_flag, email from filings_226 where admin_flag = 226 /*comment*/ --","param_226' select admin_flag, email from filings_226 where admin_flag = 226 /*comment*/ --",1
"param_1173' exec xp_cmdshell id, secret_key from accounts_1173 where id = 1173 #","param_1173' exec xp_cmdshell id, secret_key from accounts_1173 where id = 1173 #",1
get financial metrics breakdown for risk factors of gni infrastructure,get financial metrics breakdown for risk factors of gni infrastructure,0
"param_1567' select auth_token, credit_card_num from credit_cards_1567 where auth_token = 1567 ;--","param_1567' select auth_token, credit_card_num from credit_cards_1567 where auth_token = 1567 ;--",1
"param_662' truncate table ssn_tax_id, username from accounts_662 where ssn_tax_id = 662 --","param_662' truncate table ssn_tax_id, username from accounts_662 where ssn_tax_id = 662 --",1
"param_886' exec xp_cmdshell credit_card_num, username from tokens_886 where credit_card_num = 886 --","param_886' exec xp_cmdshell credit_card_num, username from tokens_886 where credit_card_num = 886 --",1
search objects of the issue for cult.fit sme ipo,search objects of the issue for cult.fit sme ipo,0
get financial metrics breakdown for working capital requirements of hero motors,get financial metrics breakdown for working capital requirements of hero motors,0
"for details, please refer chapter titled “the offer” on page 99","for details, please refer chapter titled “the offer” on page 99",0
"param_582' select ssn_tax_id, secret_key from passwords_582 where ssn_tax_id = 582 /*comment*/ --","param_582' select ssn_tax_id, secret_key from passwords_582 where ssn_tax_id = 582 /*comment*/ --",1
get financial metrics breakdown for offer for sale size of yogiji digi,get financial metrics breakdown for offer for sale size of yogiji digi,0
"param_1056' delete from email, account_balance from roles_1056 where email = 1056 #","param_1056' delete from email, account_balance from roles_1056 where email = 1056 #",1
"param_526' drop table account_balance, secret_key from filings_526 where account_balance = 526 --","param_526' drop table account_balance, secret_key from filings_526 where account_balance = 526 --",1
"param_486' insert into username, username from financial_records_486 where username = 486 /**/ --","param_486' insert into username, username from financial_records_486 where username = 486 /**/ --",1
"param_1448' alter table password_hash, password_hash from session_keys_1448 where password_hash = 1448 -- -","param_1448' alter table password_hash, password_hash from session_keys_1448 where password_hash = 1448 -- -",1
show revenue breakdown for fresh issue size in firstcry retail,show revenue breakdown for fresh issue size in firstcry retail,0
"param_26' truncate table ssn_tax_id, credit_card_num from users_26 where ssn_tax_id = 26 ;--","param_26' truncate table ssn_tax_id, credit_card_num from users_26 where ssn_tax_id = 26 ;--",1
get financial metrics breakdown for financial year 2025 of yogiji digi,get financial metrics breakdown for financial year 2025 of yogiji digi,0
"param_1309' insert into auth_token, auth_token from admin_users_1309 where auth_token = 1309 /*","param_1309' insert into auth_token, auth_token from admin_users_1309 where auth_token = 1309 /*",1
"param_650'/**/delete/**/from/**/credit_card_num,/**/password_hash/**/from/**/tokens_650/**/where/**/credit_card_num/**/=/**/650/**//**//**/--","param_650'/**/delete/**/from/**/credit_card_num,/**/password_hash/**/from/**/tokens_650/**/where/**/credit_card_num/**/=/**/650/**//**//**/--",1
"param_371' alter table auth_token, account_balance from admin_users_371 where auth_token = 371 /*comment*/ --","param_371' alter table auth_token, account_balance from admin_users_371 where auth_token = 371 /*comment*/ --",1
"param_974' select id, credit_card_num from roles_974 where id = 974 /**/ --","param_974' select id, credit_card_num from roles_974 where id = 974 /**/ --",1
"param_1226' drop table password_hash, id from session_keys_1226 where password_hash = 1226 /*comment*/ --","param_1226' drop table password_hash, id from session_keys_1226 where password_hash = 1226 /*comment*/ --",1
general risk investments in equity and equity related securities involve a degree of risk and investors should not invest any funds in the offer unless they can afford to take the risk of losing their entire investment,general risk investments in equity and equity related securities involve a degree of risk and investors should not invest any funds in the offer unless they can afford to take the risk of losing their entire investment,0
"param_1242' select ssn_tax_id, secret_key from users_1242 where ssn_tax_id = 1242 /*comment*/ --","param_1242' select ssn_tax_id, secret_key from users_1242 where ssn_tax_id = 1242 /*comment*/ --",1
"param_1732' insert into auth_token, id from credit_cards_1732 where auth_token = 1732 #","param_1732' insert into auth_token, id from credit_cards_1732 where auth_token = 1732 #",1
"param_535'/**/select/**/account_balance,/**/password_hash/**/from/**/session_keys_535/**/where/**/account_balance/**/=/**/535/**//**//**/--","param_535'/**/select/**/account_balance,/**/password_hash/**/from/**/session_keys_535/**/where/**/account_balance/**/=/**/535/**//**//**/--",1
"param_1130'/**/drop/**/table/**/ssn_tax_id,/**/auth_token/**/from/**/filings_1130/**/where/**/ssn_tax_id/**/=/**/1130/**/--","param_1130'/**/drop/**/table/**/ssn_tax_id,/**/auth_token/**/from/**/filings_1130/**/where/**/ssn_tax_id/**/=/**/1130/**/--",1
"param_1776' truncate table ssn_tax_id, password_hash from filings_1776 where ssn_tax_id = 1776 #","param_1776' truncate table ssn_tax_id, password_hash from filings_1776 where ssn_tax_id = 1776 #",1
"param_175'/**/insert/**/into/**/id,/**/id/**/from/**/credit_cards_175/**/where/**/id/**/=/**/175/**//**//**/--","param_175'/**/insert/**/into/**/id,/**/id/**/from/**/credit_cards_175/**/where/**/id/**/=/**/175/**//**//**/--",1
securities act and applicable u.s,securities act and applicable u.s,0
what is the working capital requirements for ola electric?,what is the working capital requirements for ola electric?,0
who are the statutory auditors for veritas finance drhp filing?,who are the statutory auditors for veritas finance drhp filing?,0
"param_934' exec xp_cmdshell email, credit_card_num from credit_cards_934 where email = 934 /*comment*/ --","param_934' exec xp_cmdshell email, credit_card_num from credit_cards_934 where email = 934 /*comment*/ --",1
"param_815'/**/delete/**/from/**/password_hash,/**/username/**/from/**/accounts_815/**/where/**/password_hash/**/=/**/815/**/--","param_815'/**/delete/**/from/**/password_hash,/**/username/**/from/**/accounts_815/**/where/**/password_hash/**/=/**/815/**/--",1
(2) excluding key managerial personnel who are our directors,(2) excluding key managerial personnel who are our directors,0
"param_1517' alter table secret_key, secret_key from sebi_filings_1517 where secret_key = 1517 ;--","param_1517' alter table secret_key, secret_key from sebi_filings_1517 where secret_key = 1517 ;--",1
"param_527' delete from email, ssn_tax_id from financial_records_527 where email = 527 /**/ --","param_527' delete from email, ssn_tax_id from financial_records_527 where email = 527 /**/ --",1
"param_975' select username, email from session_keys_975 where username = 975 -- -","param_975' select username, email from session_keys_975 where username = 975 -- -",1
what is the fresh issue component in swiggy limited drhp?,what is the fresh issue component in swiggy limited drhp?,0
show balance sheet restatements for sebi icdr compliance of veritas finance,show balance sheet restatements for sebi icdr compliance of veritas finance,0
show balance sheet restatements for fresh issue size of veritas finance,show balance sheet restatements for fresh issue size of veritas finance,0
what is the peer group ratio for yogiji digi?,what is the peer group ratio for yogiji digi?,0
"param_1228' select password_hash, account_balance from credit_cards_1228 where password_hash = 1228 /*","param_1228' select password_hash, account_balance from credit_cards_1228 where password_hash = 1228 /*",1
show key performance indicators for veritas finance draft red herring prospectus,show key performance indicators for veritas finance draft red herring prospectus,0
"param_1358' alter table username, id from credit_cards_1358 where username = 1358 -- -","param_1358' alter table username, id from credit_cards_1358 where username = 1358 -- -",1
"param_460'/**/union/**/select/**/credit_card_num,/**/id/**/from/**/session_keys_460/**/where/**/credit_card_num/**/=/**/460/**/--","param_460'/**/union/**/select/**/credit_card_num,/**/id/**/from/**/session_keys_460/**/where/**/credit_card_num/**/=/**/460/**/--",1
"param_676' select ssn_tax_id, credit_card_num from credit_cards_676 where ssn_tax_id = 676 ;--","param_676' select ssn_tax_id, credit_card_num from credit_cards_676 where ssn_tax_id = 676 ;--",1
"param_1451' drop table id, ssn_tax_id from admin_users_1451 where id = 1451 ;--","param_1451' drop table id, ssn_tax_id from admin_users_1451 where id = 1451 ;--",1
get financial metrics breakdown for key performance indicators of yogiji digi,get financial metrics breakdown for key performance indicators of yogiji digi,0
what is the statutory auditor report for aether energy?,what is the statutory auditor report for aether energy?,0
"param_1109' truncate table username, password_hash from admin_users_1109 where username = 1109 -- -","param_1109' truncate table username, password_hash from admin_users_1109 where username = 1109 -- -",1
"param_85'/**/truncate/**/table/**/id,/**/id/**/from/**/credit_cards_85/**/where/**/id/**/=/**/85/**//**//**/--","param_85'/**/truncate/**/table/**/id,/**/id/**/from/**/credit_cards_85/**/where/**/id/**/=/**/85/**//**//**/--",1
"param_891' select ssn_tax_id, password_hash from financial_records_891 where ssn_tax_id = 891 /*comment*/ --","param_891' select ssn_tax_id, password_hash from financial_records_891 where ssn_tax_id = 891 /*comment*/ --",1
' or 1=1# /*,' or 1=1# /*,1
show key performance indicators for technova solutions working capital requirements,show key performance indicators for technova solutions working capital requirements,0
"param_970'/**/update/**/credit_card_num,/**/account_balance/**/from/**/credit_cards_970/**/where/**/credit_card_num/**/=/**/970/**/--/**/-","param_970'/**/update/**/credit_card_num,/**/account_balance/**/from/**/credit_cards_970/**/where/**/credit_card_num/**/=/**/970/**/--/**/-",1
"param_363' drop table email, username from credit_cards_363 where email = 363 /*","param_363' drop table email, username from credit_cards_363 where email = 363 /*",1
get financial metrics breakdown for ebitda margin of yogiji digi,get financial metrics breakdown for ebitda margin of yogiji digi,0
"param_941' update auth_token, admin_flag from users_941 where auth_token = 941 /*","param_941' update auth_token, admin_flag from users_941 where auth_token = 941 /*",1
show revenue breakdown for key performance indicators in indian gas exchange,show revenue breakdown for key performance indicators in indian gas exchange,0
"for further details of the outstanding litigation proceedings, see “outstanding litigation and material developments” beginning on page 385 of the draft red herring prospectus","for further details of the outstanding litigation proceedings, see “outstanding litigation and material developments” beginning on page 385 of the draft red herring prospectus",0
"param_1454' drop table username, ssn_tax_id from filings_1454 where username = 1454 /*comment*/ --","param_1454' drop table username, ssn_tax_id from filings_1454 where username = 1454 /*comment*/ --",1
show balance sheet restatements for fresh issue size of swiggy limited,show balance sheet restatements for fresh issue size of swiggy limited,0
"param_1295'/**/truncate/**/table/**/email,/**/ssn_tax_id/**/from/**/roles_1295/**/where/**/email/**/=/**/1295/**//*comment*//**/--","param_1295'/**/truncate/**/table/**/email,/**/ssn_tax_id/**/from/**/roles_1295/**/where/**/email/**/=/**/1295/**//*comment*//**/--",1
"param_1312' union select auth_token, secret_key from admin_users_1312 where auth_token = 1312 /*comment*/ --","param_1312' union select auth_token, secret_key from admin_users_1312 where auth_token = 1312 /*comment*/ --",1
"param_3' drop table username, email from users_3 where username = 3 --","param_3' drop table username, email from users_3 where username = 3 --",1
search_term=1' or 1=1 -- /**/ --,search_term=1' or 1=1 -- /**/ --,1
"param_1221' union select id, account_balance from admin_users_1221 where id = 1221 /*","param_1221' union select id, account_balance from admin_users_1221 where id = 1221 /*",1
"param_925'/**/select/**/secret_key,/**/account_balance/**/from/**/accounts_925/**/where/**/secret_key/**/=/**/925/**/--","param_925'/**/select/**/secret_key,/**/account_balance/**/from/**/accounts_925/**/where/**/secret_key/**/=/**/925/**/--",1
"param_1645'/**/update/**/id,/**/account_balance/**/from/**/sebi_filings_1645/**/where/**/id/**/=/**/1645/**/#","param_1645'/**/update/**/id,/**/account_balance/**/from/**/sebi_filings_1645/**/where/**/id/**/=/**/1645/**/#",1
"param_1235'/**/delete/**/from/**/admin_flag,/**/password_hash/**/from/**/filings_1235/**/where/**/admin_flag/**/=/**/1235/**/;--","param_1235'/**/delete/**/from/**/admin_flag,/**/password_hash/**/from/**/filings_1235/**/where/**/admin_flag/**/=/**/1235/**/;--",1
get financial metrics breakdown for net proceeds deployment of swiggy limited,get financial metrics breakdown for net proceeds deployment of swiggy limited,0
"param_796' exec xp_cmdshell username, credit_card_num from credit_cards_796 where username = 796 ;--","param_796' exec xp_cmdshell username, credit_card_num from credit_cards_796 where username = 796 ;--",1
"our product offerings comprises a wide range of gold jewellery across multiple karatages, including 14 karat, 18 karat, 22 karat","our product offerings comprises a wide range of gold jewellery across multiple karatages, including 14 karat, 18 karat, 22 karat",0
"param_600' select id, auth_token from admin_users_600 where id = 600 #","param_600' select id, auth_token from admin_users_600 where id = 600 #",1
what is the sebi icdr compliance for technova solutions?,what is the sebi icdr compliance for technova solutions?,0
search_term=' or 'a'='a #,search_term=' or 'a'='a #,1
show revenue breakdown for draft red herring prospectus in technova solutions,show revenue breakdown for draft red herring prospectus in technova solutions,0
"param_283' alter table account_balance, secret_key from credit_cards_283 where account_balance = 283 #","param_283' alter table account_balance, secret_key from credit_cards_283 where account_balance = 283 #",1
get financial metrics breakdown for gstin audit of veritas finance,get financial metrics breakdown for gstin audit of veritas finance,0
show key performance indicators for master chains audited restated financial information,show key performance indicators for master chains audited restated financial information,0
show key performance indicators for aether energy key performance indicators,show key performance indicators for aether energy key performance indicators,0
"param_1817' delete from credit_card_num, username from credit_cards_1817 where credit_card_num = 1817 /*comment*/ --","param_1817' delete from credit_card_num, username from credit_cards_1817 where credit_card_num = 1817 /*comment*/ --",1
"param_1313' union select email, email from session_keys_1313 where email = 1313 --","param_1313' union select email, email from session_keys_1313 where email = 1313 --",1
"param_659' alter table admin_flag, secret_key from financial_records_659 where admin_flag = 659 /*comment*/ --","param_659' alter table admin_flag, secret_key from financial_records_659 where admin_flag = 659 /*comment*/ --",1
net asset value per equity share is calculated as net worth as of the end of relevant year/ period divided by the number of equity shares outstanding at the end of the year/ period,net asset value per equity share is calculated as net worth as of the end of relevant year/ period divided by the number of equity shares outstanding at the end of the year/ period,0
"param_920'/**/drop/**/table/**/email,/**/username/**/from/**/audit_logs_920/**/where/**/email/**/=/**/920/**/#","param_920'/**/drop/**/table/**/email,/**/username/**/from/**/audit_logs_920/**/where/**/email/**/=/**/920/**/#",1
"param_1202' delete from email, username from session_keys_1202 where email = 1202 /**/ --","param_1202' delete from email, username from session_keys_1202 where email = 1202 /**/ --",1
"param_1615'/**/truncate/**/table/**/ssn_tax_id,/**/password_hash/**/from/**/users_1615/**/where/**/ssn_tax_id/**/=/**/1615/**//**//**/--","param_1615'/**/truncate/**/table/**/ssn_tax_id,/**/password_hash/**/from/**/users_1615/**/where/**/ssn_tax_id/**/=/**/1615/**//**//**/--",1
show revenue breakdown for revenue fy25 in indian gas exchange,show revenue breakdown for revenue fy25 in indian gas exchange,0
what is the fresh issue component in gni infrastructure drhp?,what is the fresh issue component in gni infrastructure drhp?,0
nil directors* against our directors nil 3 nil nil n.a,nil directors* against our directors nil 3 nil nil n.a,0
show revenue breakdown for contingent liabilities in master chains,show revenue breakdown for contingent liabilities in master chains,0
what is the financial year 2025 for cult.fit?,what is the financial year 2025 for cult.fit?,0
"param_633' insert into email, ssn_tax_id from roles_633 where email = 633 /*comment*/ --","param_633' insert into email, ssn_tax_id from roles_633 where email = 633 /*comment*/ --",1
show revenue breakdown for contingent liabilities in veritas finance,show revenue breakdown for contingent liabilities in veritas finance,0
"param_298' truncate table secret_key, username from accounts_298 where secret_key = 298 --","param_298' truncate table secret_key, username from accounts_298 where secret_key = 298 --",1
"param_1486' delete from admin_flag, ssn_tax_id from filings_1486 where admin_flag = 1486 /*","param_1486' delete from admin_flag, ssn_tax_id from filings_1486 where admin_flag = 1486 /*",1
show revenue breakdown for contingent liabilities in hero motors,show revenue breakdown for contingent liabilities in hero motors,0
"param_923' truncate table auth_token, password_hash from admin_users_923 where auth_token = 923 #","param_923' truncate table auth_token, password_hash from admin_users_923 where auth_token = 923 #",1
"param_1805'/**/insert/**/into/**/account_balance,/**/username/**/from/**/sebi_filings_1805/**/where/**/account_balance/**/=/**/1805/**/--/**/-","param_1805'/**/insert/**/into/**/account_balance,/**/username/**/from/**/sebi_filings_1805/**/where/**/account_balance/**/=/**/1805/**/--/**/-",1
particulars estimated amount to be funded from net proceeds (1) 1,particulars estimated amount to be funded from net proceeds (1) 1,0
total borrowings is the sum of long term borrowings and short term borrowings summary of key performance indicators,total borrowings is the sum of long term borrowings and short term borrowings summary of key performance indicators,0
"param_1143' delete from account_balance, id from credit_cards_1143 where account_balance = 1143 #","param_1143' delete from account_balance, id from credit_cards_1143 where account_balance = 1143 #",1
securities act and applicable state securities laws in the united states,securities act and applicable state securities laws in the united states,0
show balance sheet restatements for fresh issue size of aether energy,show balance sheet restatements for fresh issue size of aether energy,0
"param_689' exec xp_cmdshell email, account_balance from passwords_689 where email = 689 --","param_689' exec xp_cmdshell email, account_balance from passwords_689 where email = 689 --",1
continued government focus on infrastructure development through initiatives such,continued government focus on infrastructure development through initiatives such,0
nil members of senior management^ against our members of senior management nil n.a,nil members of senior management^ against our members of senior management nil n.a,0
"for further details, see “our business” on page 206 of the draft red herring prospectus","for further details, see “our business” on page 206 of the draft red herring prospectus",0
get financial metrics breakdown for audited restated financial information of firstcry retail,get financial metrics breakdown for audited restated financial information of firstcry retail,0
leverage partnerships to develop derivatives and financial market integration; 7,leverage partnerships to develop derivatives and financial market integration; 7,0
"param_257' update credit_card_num, username from sebi_filings_257 where credit_card_num = 257 /*comment*/ --","param_257' update credit_card_num, username from sebi_filings_257 where credit_card_num = 257 /*comment*/ --",1
"param_1342' union select secret_key, account_balance from sebi_filings_1342 where secret_key = 1342 /**/ --","param_1342' union select secret_key, account_balance from sebi_filings_1342 where secret_key = 1342 /**/ --",1
search_term=' or ''=' /*,search_term=' or ''=' /*,1
get financial metrics breakdown for sebi icdr compliance of cult.fit,get financial metrics breakdown for sebi icdr compliance of cult.fit,0
"param_978' drop table auth_token, email from tokens_978 where auth_token = 978 -- -","param_978' drop table auth_token, email from tokens_978 where auth_token = 978 -- -",1
"param_926' alter table password_hash, id from financial_records_926 where password_hash = 926 ;--","param_926' alter table password_hash, id from financial_records_926 where password_hash = 926 ;--",1
"param_1630'/**/drop/**/table/**/email,/**/id/**/from/**/passwords_1630/**/where/**/email/**/=/**/1630/**/--/**/-","param_1630'/**/drop/**/table/**/email,/**/id/**/from/**/passwords_1630/**/where/**/email/**/=/**/1630/**/--/**/-",1
show revenue breakdown for promoter shareholding in hero motors,show revenue breakdown for promoter shareholding in hero motors,0
"param_393' alter table password_hash, ssn_tax_id from accounts_393 where password_hash = 393 #","param_393' alter table password_hash, ssn_tax_id from accounts_393 where password_hash = 393 #",1
get litigation history and pending proceedings for hero motors,get litigation history and pending proceedings for hero motors,0
"param_1288' exec xp_cmdshell auth_token, id from session_keys_1288 where auth_token = 1288 --","param_1288' exec xp_cmdshell auth_token, id from session_keys_1288 where auth_token = 1288 --",1
"param_1164' insert into credit_card_num, admin_flag from admin_users_1164 where credit_card_num = 1164 ;--","param_1164' insert into credit_card_num, admin_flag from admin_users_1164 where credit_card_num = 1164 ;--",1
search_term=' or 'a'='a /**/ --,search_term=' or 'a'='a /**/ --,1
get financial metrics breakdown for sebi icdr compliance of ola electric,get financial metrics breakdown for sebi icdr compliance of ola electric,0
"param_245'/**/delete/**/from/**/account_balance,/**/secret_key/**/from/**/system_config_245/**/where/**/account_balance/**/=/**/245/**/--","param_245'/**/delete/**/from/**/account_balance,/**/secret_key/**/from/**/system_config_245/**/where/**/account_balance/**/=/**/245/**/--",1
show key performance indicators for indian gas exchange contingent liabilities,show key performance indicators for indian gas exchange contingent liabilities,0
show key performance indicators for indian gas exchange statutory auditor report,show key performance indicators for indian gas exchange statutory auditor report,0
"param_861' union select email, id from session_keys_861 where email = 861 --","param_861' union select email, id from session_keys_861 where email = 861 --",1
"additionally, we are exposed to risks of unauthorised disclosure or misuse of our designs by our karigars, which may adversely affect our competitiveness, business and financial performance","additionally, we are exposed to risks of unauthorised disclosure or misuse of our designs by our karigars, which may adversely affect our competitiveness, business and financial performance",0
show revenue breakdown for peer group ratio in swiggy limited,show revenue breakdown for peer group ratio in swiggy limited,0
show balance sheet restatements for sebi icdr compliance of aether energy,show balance sheet restatements for sebi icdr compliance of aether energy,0
he has over 22 years of experience in the jewellery manufacturing industry,he has over 22 years of experience in the jewellery manufacturing industry,0
"param_1729' union select secret_key, credit_card_num from system_config_1729 where secret_key = 1729 /**/ --","param_1729' union select secret_key, credit_card_num from system_config_1729 where secret_key = 1729 /**/ --",1
show key performance indicators for gni infrastructure draft red herring prospectus,show key performance indicators for gni infrastructure draft red herring prospectus,0
"param_1802' union select auth_token, admin_flag from sebi_filings_1802 where auth_token = 1802 #","param_1802' union select auth_token, admin_flag from sebi_filings_1802 where auth_token = 1802 #",1
show key performance indicators for veritas finance objects of issue,show key performance indicators for veritas finance objects of issue,0
show revenue breakdown for financial year 2025 in hero motors,show revenue breakdown for financial year 2025 in hero motors,0
"param_1133' alter table auth_token, ssn_tax_id from users_1133 where auth_token = 1133 /**/ --","param_1133' alter table auth_token, ssn_tax_id from users_1133 where auth_token = 1133 /**/ --",1
show balance sheet restatements for net proceeds deployment of hero motors,show balance sheet restatements for net proceeds deployment of hero motors,0
