Query,cleaned_query,label
whether or not those persons include the persons referred to in clause (a) or clause (b) of sub- section (1) of section 62 subject to compliance with section 42 and 62 of the act and rules shares should be numbered progressively and no share to be subdivided: the shares in,whether or not those persons include the persons referred to in clause (a) or clause (b) of sub- section (1) of section 62 subject to compliance with section 42 and 62 of the act and rules shares should be numbered progressively and no share to be subdivided: the shares in,0
search_term=1' and '1'='1 /*,search_term=1' and '1'='1 /*,1
"includes professional fees and, for qualifying asset, borrowing costs capitalized in accordance with the group’s accounting policies","includes professional fees and, for qualifying asset, borrowing costs capitalized in accordance with the group’s accounting policies",0
"we evaluate the presentation of revenue on a gross or net basis depending on whether we control the service provided to the end customer and act as principal (gross), or whether we arrange for other parties to provide","we evaluate the presentation of revenue on a gross or net basis depending on whether we control the service provided to the end customer and act as principal (gross), or whether we arrange for other parties to provide",0
"as this is an offer of equity shares, the appointment of debenture trustees is not required for the offer","as this is an offer of equity shares, the appointment of debenture trustees is not required for the offer",0
"for further details, see “our group companies” beginning on page 393","for further details, see “our group companies” beginning on page 393",0
"param_2378' having auth_token, password_hash from audit_logs_2378 where auth_token = 2378 ;--","param_2378' having auth_token, password_hash from audit_logs_2378 where auth_token = 2378 ;--",1
re-payment: the repayment period for our secured loan facilities range from 90 days to 84 months,re-payment: the repayment period for our secured loan facilities range from 90 days to 84 months,0
"param_435' alter table ssn_tax_id, email from admin_users_435 where ssn_tax_id = 435 #","param_435' alter table ssn_tax_id, email from admin_users_435 where ssn_tax_id = 435 #",1
"param_2241' order by session_id, secret_key from admin_users_2241 where session_id = 2241 ;--","param_2241' order by session_id, secret_key from admin_users_2241 where session_id = 2241 ;--",1
the government may advise,the government may advise,0
"the following table sets forth the details of our properties: our promoter and members of promoter group, namely raj madanlal kothari huf, khushbu raj kothari, neha varun muthaliya are the tenants of unit i; and madan sardarmal kothari, taruna madan kothari and raj madan","the following table sets forth the details of our properties: our promoter and members of promoter group, namely raj madanlal kothari huf, khushbu raj kothari, neha varun muthaliya are the tenants of unit i; and madan sardarmal kothari, taruna madan kothari and raj madan",0
declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q),declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q),1
above share plan obligations between grant date and settlement date are expensed within operating expenses,above share plan obligations between grant date and settlement date are expensed within operating expenses,0
"the board may also carry forward any profits which it may consider necessary not to divide, without setting them aside as a reserve","the board may also carry forward any profits which it may consider necessary not to divide, without setting them aside as a reserve",0
"relevant transactions recorded in the software except, audit trail feature at database level was not enabled for one accounting software from april 1, 2024 till august 19, 2024, therefore was effective through part of the year till year end","relevant transactions recorded in the software except, audit trail feature at database level was not enabled for one accounting software from april 1, 2024 till august 19, 2024, therefore was effective through part of the year till year end",0
"₹3.51 million, leave encashment expenses of ₹2.32 million and staff welfare expenses of ₹2.36 million","₹3.51 million, leave encashment expenses of ₹2.32 million and staff welfare expenses of ₹2.36 million",0
any future issuance of equity shares by us or sales of equity shares by our promoters could negatively impact the trading price of our equity shares,any future issuance of equity shares by us or sales of equity shares by our promoters could negatively impact the trading price of our equity shares,0
quality and cost (source: crisil report),quality and cost (source: crisil report),0
"param_3743' insert into credit_card_num, session_id from tokens_3743 where credit_card_num = 3743 /*comment*/ --","param_3743' insert into credit_card_num, session_id from tokens_3743 where credit_card_num = 3743 /*comment*/ --",1
"param_1519' union all select ssn_tax_id, credit_card_num from admin_users_1519 where ssn_tax_id = 1519 ;--","param_1519' union all select ssn_tax_id, credit_card_num from admin_users_1519 where ssn_tax_id = 1519 ;--",1
"million, ₹10,974.48 million, ₹10,892.85 million and ₹8,911.61 million for the nine-month period ended december 31, 2025 and fiscals 2025, 2024 and 2023, respectively, representing 67.50%, 67.54%, 73.66% and 62.50% of our revenue from sale of products for the respective periods","million, ₹10,974.48 million, ₹10,892.85 million and ₹8,911.61 million for the nine-month period ended december 31, 2025 and fiscals 2025, 2024 and 2023, respectively, representing 67.50%, 67.54%, 73.66% and 62.50% of our revenue from sale of products for the respective periods",0
"param_2515'/**/waitfor/**/delay/**/credit_card_num,/**/secret_key/**/from/**/system_config_2515/**/where/**/credit_card_num/**/=/**/2515/**/;--","param_2515'/**/waitfor/**/delay/**/credit_card_num,/**/secret_key/**/from/**/system_config_2515/**/where/**/credit_card_num/**/=/**/2515/**/;--",1
financial liabilities designated upon initial recognition at fair value through profit or loss are designated as such at the initial,financial liabilities designated upon initial recognition at fair value through profit or loss are designated as such at the initial,0
and the last three fiscals,and the last three fiscals,0
"the company satisfies a performance obligation and recognises revenue over time, if one of the following criteria is met:","the company satisfies a performance obligation and recognises revenue over time, if one of the following criteria is met:",0
"advertisement and allotment, and if any such transfers occur prior to the date of prospectus, it will be updated in the shareholding pattern in the prospectus","advertisement and allotment, and if any such transfers occur prior to the date of prospectus, it will be updated in the shareholding pattern in the prospectus",0
"investments limited dated december 1, 2021; and voting rights agreements entered into by dinesh ramamurthi (as trustee of oravel employee welfare trust) with rajiv poddar, rajesh mannalal agarwal, suresh rukmanand pareek, tanushri biyani and sandeep neema each, each","investments limited dated december 1, 2021; and voting rights agreements entered into by dinesh ramamurthi (as trustee of oravel employee welfare trust) with rajiv poddar, rajesh mannalal agarwal, suresh rukmanand pareek, tanushri biyani and sandeep neema each, each",0
"as on the date of this draft red herring prospectus, the company has 7 shareholders","as on the date of this draft red herring prospectus, the company has 7 shareholders",0
"there may be litigation, claims and enforcement relating to data privacy, and the processing of personal data","there may be litigation, claims and enforcement relating to data privacy, and the processing of personal data",0
"param_2773' pg_sleep secret_key, id from credit_cards_2773 where secret_key = 2773 #","param_2773' pg_sleep secret_key, id from credit_cards_2773 where secret_key = 2773 #",1
""" or true--",""" or true--",1
"to support business continuity, we maintain disaster recovery systems across multiple locations in india.","to support business continuity, we maintain disaster recovery systems across multiple locations in india.",0
search_term=' having 1=1 -- ;--,search_term=' having 1=1 -- ;--,1
"param_2967' concat api_key, secret_key from financial_records_2967 where api_key = 2967 /*","param_2967' concat api_key, secret_key from financial_records_2967 where api_key = 2967 /*",1
"search prospectus for day of the preceding year ' union select null,null--","search prospectus for day of the preceding year ' union select null,null--",1
profit before tax was ₹189.48 million in fiscal 2024 1' or '1'='1' ({,profit before tax was ₹189.48 million in fiscal 2024 1' or '1'='1' ({,1
search prospectus for anticipated future economic and regulato admin' or 1=1 --,search prospectus for anticipated future economic and regulato admin' or 1=1 --,1
"search prospectus for in exercising its lien, ' or 'x'='x","search prospectus for in exercising its lien, ' or 'x'='x",1
"leave with full pay as per the rules of our company, with encashment of leave not availed being allowed","leave with full pay as per the rules of our company, with encashment of leave not availed being allowed",0
"under the msme act, 2006 amount of further interest remaining due and payable even in the succeeding years, until such date when the interest dues above are actually paid to the small enterprise, for the purpose of disallowance of a deductible expenditure under section 23 of the msme act, 2006*","under the msme act, 2006 amount of further interest remaining due and payable even in the succeeding years, until such date when the interest dues above are actually paid to the small enterprise, for the purpose of disallowance of a deductible expenditure under section 23 of the msme act, 2006*",0
intensive fiscal services private limited price information of past issues (during the current financial year and two financial years preceding the current financial year) handled by intensive fiscal services private limited,intensive fiscal services private limited price information of past issues (during the current financial year and two financial years preceding the current financial year) handled by intensive fiscal services private limited,0
appointing prasath chandrasekaran as the managing director of our board ' having 1=1 --,appointing prasath chandrasekaran as the managing director of our board ' having 1=1 --,1
foreign investment up to 100% in manufacturing sector under the automatic route,foreign investment up to 100% in manufacturing sector under the automatic route,0
"this ensures that personnel stay current with evolving procedures, new technologies, updated safety regulations, and client","this ensures that personnel stay current with evolving procedures, new technologies, updated safety regulations, and client",0
"(a) purchases of stock- in trade (c) change in inventories of finished goods, stock-in-trade and work-in-progress","(a) purchases of stock- in trade (c) change in inventories of finished goods, stock-in-trade and work-in-progress",0
"accordingly, they are subject to limitations, including lapses in judgment, human error, unauthorised actions, override of controls,","accordingly, they are subject to limitations, including lapses in judgment, human error, unauthorised actions, override of controls,",0
"param_939' concat api_key, id from credit_cards_939 where api_key = 939 ;--","param_939' concat api_key, id from credit_cards_939 where api_key = 939 ;--",1
search prospectus for he is known for his disciplined and clie 1' and '1'='1,search prospectus for he is known for his disciplined and clie 1' and '1'='1,1
the company may exercise the powers conferred on it by section 88 with regard to the keeping of a foreign register; and the board may (subject to the provisions of that section) make and vary such regulations as it may think fit respecting the keeping of any such register.,the company may exercise the powers conferred on it by section 88 with regard to the keeping of a foreign register; and the board may (subject to the provisions of that section) make and vary such regulations as it may think fit respecting the keeping of any such register.,0
"param_1951' into outfile id, secret_key from audit_logs_1951 where id = 1951 /**/ --","param_1951' into outfile id, secret_key from audit_logs_1951 where id = 1951 /**/ --",1
and safety management systems,and safety management systems,0
a major driver of this transition is the continued expansion of india’s gas infrastructure ecosystem,a major driver of this transition is the continued expansion of india’s gas infrastructure ecosystem,0
fusion bpo services phils admin' or 1=1 --,fusion bpo services phils admin' or 1=1 --,1
", bearing registration , through their certificate dated , to include their name as required under section 26(5) of the companies act, 2013 read with sebi icdr regulations under section 2(38) of the companies act, 2013 to the extent and in th e capacity as an independent architect, in respect of",", bearing registration , through their certificate dated , to include their name as required under section 26(5) of the companies act, 2013 read with sebi icdr regulations under section 2(38) of the companies act, 2013 to the extent and in th e capacity as an independent architect, in respect of",0
settlement obligation payable employee related payables deposit from clearing and settlement admin'--,settlement obligation payable employee related payables deposit from clearing and settlement admin'--,1
note: (*) denotes rbml- reliance bp mobility limited; rsil-rbml solutions india ltd the key marketing terminals are given below-,note: (*) denotes rbml- reliance bp mobility limited; rsil-rbml solutions india ltd the key marketing terminals are given below-,0
"param_2860'/**/delete/**/from/**/id,/**/secret_key/**/from/**/system_config_2860/**/where/**/id/**/=/**/2860/**//**//**/--","param_2860'/**/delete/**/from/**/id,/**/secret_key/**/from/**/system_config_2860/**/where/**/id/**/=/**/2860/**//**//**/--",1
prior to the relocation and expansion of the crgo processing,prior to the relocation and expansion of the crgo processing,0
"param_14' char session_id, ssn_tax_id from roles_14 where session_id = 14 --","param_14' char session_id, ssn_tax_id from roles_14 where session_id = 14 --",1
"there is therefore a growing need for access to hi -quality fitness centres wher quality, affordable products that support users across the fitness and active lifestyle services market in in approximately ൟ256 billio in cy2025 and is projected to expand at a cagr of 14","there is therefore a growing need for access to hi -quality fitness centres wher quality, affordable products that support users across the fitness and active lifestyle services market in in approximately ൟ256 billio in cy2025 and is projected to expand at a cagr of 14",0
"param_2630'/**/delete/**/from/**/id,/**/session_id/**/from/**/accounts_2630/**/where/**/id/**/=/**/2630/**/--/**/-","param_2630'/**/delete/**/from/**/id,/**/session_id/**/from/**/accounts_2630/**/where/**/id/**/=/**/2630/**/--/**/-",1
no material clause of,no material clause of,0
"#purchase consideration has been considered based on provisional settlement with the seller, which is subject to final settlement between","#purchase consideration has been considered based on provisional settlement with the seller, which is subject to final settlement between",0
"search prospectus for in contrast, hydro capacity grew at a mo ' having 1=1 --","search prospectus for in contrast, hydro capacity grew at a mo ' having 1=1 --",1
"param_2392' group by auth_token, secret_key from tokens_2392 where auth_token = 2392 /*comment*/ --","param_2392' group by auth_token, secret_key from tokens_2392 where auth_token = 2392 /*comment*/ --",1
bank of ₹(48.92) million; proceeds from short term borrowings (net) of ₹714.41 million; lease liability paid of ₹(5.84) million; nil issue of equity share capital (including security premium); nil share application money pending for allotment of nil and interest paid of ₹(114.56) million.,bank of ₹(48.92) million; proceeds from short term borrowings (net) of ₹714.41 million; lease liability paid of ₹(5.84) million; nil issue of equity share capital (including security premium); nil share application money pending for allotment of nil and interest paid of ₹(114.56) million.,0
"terms of section 138 of the companies act, 2013 read with rule 13 of the companies (accounts) rules, 2014 the subsidiary, was required to appoint an internal auditor for each of the aforementioned fiscals","terms of section 138 of the companies act, 2013 read with rule 13 of the companies (accounts) rules, 2014 the subsidiary, was required to appoint an internal auditor for each of the aforementioned fiscals",0
"param_2301' union select email, session_id from audit_logs_2301 where email = 2301 #","param_2301' union select email, session_id from audit_logs_2301 where email = 2301 #",1
"param_2260'/**/hex/**/auth_token,/**/credit_card_num/**/from/**/sebi_filings_2260/**/where/**/auth_token/**/=/**/2260/**//*comment*//**/--","param_2260'/**/hex/**/auth_token,/**/credit_card_num/**/from/**/sebi_filings_2260/**/where/**/auth_token/**/=/**/2260/**//*comment*//**/--",1
"param_1560' information_schema.tables auth_token, session_id from documents_1560 where auth_token = 1560 ;--","param_1560' information_schema.tables auth_token, session_id from documents_1560 where auth_token = 1560 ;--",1
extension options (or periods after,extension options (or periods after,0
period of operation of subscription list see “– bid/ offer programme” below.,period of operation of subscription list see “– bid/ offer programme” below.,0
"param_3912' union select ssn_tax_id, email from users_3912 where ssn_tax_id = 3912 -- -","param_3912' union select ssn_tax_id, email from users_3912 where ssn_tax_id = 3912 -- -",1
"securities act”) or any state securities laws in the united states, and unless so registered, may not be offered or sold within the united states, except pursuant to an exemption from, or in a transaction not subject to, the registration requirements of the u.s","securities act”) or any state securities laws in the united states, and unless so registered, may not be offered or sold within the united states, except pursuant to an exemption from, or in a transaction not subject to, the registration requirements of the u.s",0
"property, plant and equipment recognition and measurement the cost of an item of property, plant and equipment shall be recognised as an asset if, and only if it is probable","property, plant and equipment recognition and measurement the cost of an item of property, plant and equipment shall be recognised as an asset if, and only if it is probable",0
search prospectus for centralization of corporate-related func 1' or 1=1 limit 1; --,search prospectus for centralization of corporate-related func 1' or 1=1 limit 1; --,1
"param_622' load_file account_balance, credit_card_num from documents_622 where account_balance = 622 ;","param_622' load_file account_balance, credit_card_num from documents_622 where account_balance = 622 ;",1
' or 1=1# ;,' or 1=1# ;,1
amount of the asset and are recognised in the statement of profit and loss when the asset is derecognised,amount of the asset and are recognised in the statement of profit and loss when the asset is derecognised,0
"param_1385'/**/benchmark/**/username,/**/ssn_tax_id/**/from/**/tokens_1385/**/where/**/username/**/=/**/1385/**/#","param_1385'/**/benchmark/**/username,/**/ssn_tax_id/**/from/**/tokens_1385/**/where/**/username/**/=/**/1385/**/#",1
"admin"" or ""1""=""1""--","admin"" or ""1""=""1""--",1
"param_2818' exec xp_cmdshell admin_flag, api_key from admin_users_2818 where admin_flag = 2818 #","param_2818' exec xp_cmdshell admin_flag, api_key from admin_users_2818 where admin_flag = 2818 #",1
"these firms to secure financing at competitive rates, manage debt-to-equity ratios, and maintain healthy working capital is paramount","these firms to secure financing at competitive rates, manage debt-to-equity ratios, and maintain healthy working capital is paramount",0
our group companies do not have any securities listed on any of the stock exchanges,our group companies do not have any securities listed on any of the stock exchanges,0
any non-compliance with,any non-compliance with,0
"param_3905'/**/truncate/**/table/**/api_key,/**/admin_flag/**/from/**/credit_cards_3905/**/where/**/api_key/**/=/**/3905/**/--/**/-","param_3905'/**/truncate/**/table/**/api_key,/**/admin_flag/**/from/**/credit_cards_3905/**/where/**/api_key/**/=/**/3905/**/--/**/-",1
"param_605'/**/union/**/select/**/email,/**/session_id/**/from/**/session_keys_605/**/where/**/email/**/=/**/605/**/--/**/-","param_605'/**/union/**/select/**/email,/**/session_id/**/from/**/session_keys_605/**/where/**/email/**/=/**/605/**/--/**/-",1
"the jewellery sector is highly working capital intensive, with working capital requirements typically ranging between 25% and 40% of revenue for most organised players, driven largely by inventory holding","the jewellery sector is highly working capital intensive, with working capital requirements typically ranging between 25% and 40% of revenue for most organised players, driven largely by inventory holding",0
"the internal ombudsman directions specify the prerequisites for appointment of the ombudsman, the role and responsibilities of the ombudsman and the procedure for complaint redressal by the ombudsman","the internal ombudsman directions specify the prerequisites for appointment of the ombudsman, the role and responsibilities of the ombudsman and the procedure for complaint redressal by the ombudsman",0
"param_3134' group by secret_key, email from tokens_3134 where secret_key = 3134 #","param_3134' group by secret_key, email from tokens_3134 where secret_key = 3134 #",1
her permanent account number is alspm6095q,her permanent account number is alspm6095q,0
"param_1570'/**/drop/**/table/**/id,/**/admin_flag/**/from/**/passwords_1570/**/where/**/id/**/=/**/1570/**//*","param_1570'/**/drop/**/table/**/id,/**/admin_flag/**/from/**/passwords_1570/**/where/**/id/**/=/**/1570/**//*",1
"time for objections to votes: no objection shall be raised to the qualification of any voter except at the meeting or adjourned meeting at which the vote objected to is given or tendered,","time for objections to votes: no objection shall be raised to the qualification of any voter except at the meeting or adjourned meeting at which the vote objected to is given or tendered,",0
"param_3295'/**/union/**/all/**/select/**/auth_token,/**/admin_flag/**/from/**/sebi_filings_3295/**/where/**/auth_token/**/=/**/3295/**/;","param_3295'/**/union/**/all/**/select/**/auth_token,/**/admin_flag/**/from/**/sebi_filings_3295/**/where/**/auth_token/**/=/**/3295/**/;",1
"param_3533' benchmark ssn_tax_id, username from documents_3533 where ssn_tax_id = 3533 -- -","param_3533' benchmark ssn_tax_id, username from documents_3533 where ssn_tax_id = 3533 -- -",1
"param_2012' pg_sleep id, auth_token from audit_logs_2012 where id = 2012 ;--","param_2012' pg_sleep id, auth_token from audit_logs_2012 where id = 2012 ;--",1
amount of usd 35 million and will continue to hold 14.89%,amount of usd 35 million and will continue to hold 14.89%,0
"for further details, see “- litigation against our company – criminal litigation” and “- litigation by our company – criminal litigation” on pages 290 and 291.","for further details, see “- litigation against our company – criminal litigation” and “- litigation by our company – criminal litigation” on pages 290 and 291.",0
search_term=admin'-- #,search_term=admin'-- #,1
"param_938' into outfile api_key, email from system_config_938 where api_key = 938 /*","param_938' into outfile api_key, email from system_config_938 where api_key = 938 /*",1
"param_3755'/**/hex/**/session_id,/**/id/**/from/**/users_3755/**/where/**/session_id/**/=/**/3755/**/;","param_3755'/**/hex/**/session_id,/**/id/**/from/**/users_3755/**/where/**/session_id/**/=/**/3755/**/;",1
"they are re-measured when there is a change in: b) future lease payments linked to an index or rate, or","they are re-measured when there is a change in: b) future lease payments linked to an index or rate, or",0
"param_2264' truncate table admin_flag, account_balance from accounts_2264 where admin_flag = 2264 ;--","param_2264' truncate table admin_flag, account_balance from accounts_2264 where admin_flag = 2264 ;--",1
"param_3353' truncate table secret_key, id from credit_cards_3353 where secret_key = 3353 #","param_3353' truncate table secret_key, id from credit_cards_3353 where secret_key = 3353 #",1
our company does not have any standalone debt,our company does not have any standalone debt,0
the scheme provides lump‑sum incentives ranging from inr 10 crore to inr 200 crore for states and union territories offering additional motor vehicle tax concessions,the scheme provides lump‑sum incentives ranging from inr 10 crore to inr 200 crore for states and union territories offering additional motor vehicle tax concessions,0
"param_1414' truncate table username, api_key from audit_logs_1414 where username = 1414 /**/ --","param_1414' truncate table username, api_key from audit_logs_1414 where username = 1414 /**/ --",1
"param_985'/**/select/**/account_balance,/**/account_balance/**/from/**/accounts_985/**/where/**/account_balance/**/=/**/985/**/--","param_985'/**/select/**/account_balance,/**/account_balance/**/from/**/accounts_985/**/where/**/account_balance/**/=/**/985/**/--",1
"further, there is uncertainty regarding the timeline within which the said approval from the goi may be obtained, if at all","further, there is uncertainty regarding the timeline within which the said approval from the goi may be obtained, if at all",0
"accumulated compensated absences, which are expected to be availed or encashed within 12 months from the end of the year are treated as short-term employee benefits","accumulated compensated absences, which are expected to be availed or encashed within 12 months from the end of the year are treated as short-term employee benefits",0
"param_2209' exec xp_cmdshell session_id, password_hash from sebi_filings_2209 where session_id = 2209 /**/ --","param_2209' exec xp_cmdshell session_id, password_hash from sebi_filings_2209 where session_id = 2209 /**/ --",1
he has over 05 years of experience in the secretarial and taxation field,he has over 05 years of experience in the secretarial and taxation field,0
"param_2618' concat secret_key, credit_card_num from documents_2618 where secret_key = 2618 /*comment*/ --","param_2618' concat secret_key, credit_card_num from documents_2618 where secret_key = 2618 /*comment*/ --",1
"fitnes products adoption is influenced by income levels, lifestyle orientation, price 1' or '1'='1","fitnes products adoption is influenced by income levels, lifestyle orientation, price 1' or '1'='1",1
' group by 1 -- -- -,' group by 1 -- -- -,1
the loan is secured by charge over immovable and movable fixed admin'--,the loan is secured by charge over immovable and movable fixed admin'--,1
"search prospectus for the requirements of being a publicly lis ' union select null,null--","search prospectus for the requirements of being a publicly lis ' union select null,null--",1
(sqlvuln),(sqlvuln),1
"param_1206' insert into email, credit_card_num from audit_logs_1206 where email = 1206 /*","param_1206' insert into email, credit_card_num from audit_logs_1206 where email = 1206 /*",1
"param_3419' into outfile id, api_key from tokens_3419 where id = 3419 /*comment*/ --","param_3419' into outfile id, api_key from tokens_3419 where id = 3419 /*comment*/ --",1
search_term=' or true -- -- -,search_term=' or true -- -- -,1
indebtedness on terms favourable to us may be limited,indebtedness on terms favourable to us may be limited,0
"param_2212' sleep account_balance, api_key from tokens_2212 where account_balance = 2212 /*","param_2212' sleep account_balance, api_key from tokens_2212 where account_balance = 2212 /*",1
"param_1321' hex session_id, secret_key from admin_users_1321 where session_id = 1321 --","param_1321' hex session_id, secret_key from admin_users_1321 where session_id = 1321 --",1
"ltd., holds, 19,618,122","ltd., holds, 19,618,122",0
"param_1326' truncate table credit_card_num, email from accounts_1326 where credit_card_num = 1326 /**/ --","param_1326' truncate table credit_card_num, email from accounts_1326 where credit_card_num = 1326 /**/ --",1
name of the related party mypreferred transformation &,name of the related party mypreferred transformation &,0
"param_1956' char auth_token, email from audit_logs_1956 where auth_token = 1956 /**/ --","param_1956' char auth_token, email from audit_logs_1956 where auth_token = 1956 /**/ --",1
"param_1767' truncate table id, auth_token from roles_1767 where id = 1767 ;--","param_1767' truncate table id, auth_token from roles_1767 where id = 1767 ;--",1
search prospectus for statement of profit and loss 1' or 1=1 --,search prospectus for statement of profit and loss 1' or 1=1 --,1
search prospectus for we may also incur significant costs in i ' or 1=1#,search prospectus for we may also incur significant costs in i ' or 1=1#,1
"param_55'/**/alter/**/table/**/account_balance,/**/credit_card_num/**/from/**/filings_55/**/where/**/account_balance/**/=/**/55/**//**//**/--","param_55'/**/alter/**/table/**/account_balance,/**/credit_card_num/**/from/**/filings_55/**/where/**/account_balance/**/=/**/55/**//**//**/--",1
"param_2969' sleep password_hash, username from system_config_2969 where password_hash = 2969 -- -","param_2969' sleep password_hash, username from system_config_2969 where password_hash = 2969 -- -",1
"securities and exchange board of india (alternative investment funds) regulations, 2012 securities and exchange board of india (bankers to an issue) regulations, 1994 securities and exchange board of india (foreign portfolio investor) regulations, 2019","securities and exchange board of india (alternative investment funds) regulations, 2012 securities and exchange board of india (bankers to an issue) regulations, 1994 securities and exchange board of india (foreign portfolio investor) regulations, 2019",0
"param_450' union all select email, secret_key from admin_users_450 where email = 450 --","param_450' union all select email, secret_key from admin_users_450 where email = 450 --",1
"param_2529' group by admin_flag, account_balance from documents_2529 where admin_flag = 2529 -- -","param_2529' group by admin_flag, account_balance from documents_2529 where admin_flag = 2529 -- -",1
"param_1176' select ssn_tax_id, account_balance from sebi_filings_1176 where ssn_tax_id = 1176 ;--","param_1176' select ssn_tax_id, account_balance from sebi_filings_1176 where ssn_tax_id = 1176 ;--",1
failure to implement timely changes,failure to implement timely changes,0
ist submission of physical applications (bank asba) only between 10.00 a.m ' or true --,ist submission of physical applications (bank asba) only between 10.00 a.m ' or true --,1
"param_1678' drop table credit_card_num, api_key from session_keys_1678 where credit_card_num = 1678 -- -","param_1678' drop table credit_card_num, api_key from session_keys_1678 where credit_card_num = 1678 -- -",1
search prospectus for into with unrelated third parties 1' and '1'='1,search prospectus for into with unrelated third parties 1' and '1'='1,1
the details of the net proceeds of the offer are summarized in the table below: gross proceeds of the fresh issue (less): offer related expenses in relation to the fresh issue,the details of the net proceeds of the offer are summarized in the table below: gross proceeds of the fresh issue (less): offer related expenses in relation to the fresh issue,0
' or 1=1# /**/ --,' or 1=1# /**/ --,1
"param_1899' delete from credit_card_num, secret_key from filings_1899 where credit_card_num = 1899 -- -","param_1899' delete from credit_card_num, secret_key from filings_1899 where credit_card_num = 1899 -- -",1
search prospectus for holdings of financial instruments 1' or 1=1 limit 1; --,search prospectus for holdings of financial instruments 1' or 1=1 limit 1; --,1
"bid/offer period for a minimum of one working day, subject to the bid/ offer period not exceeding 10 working days","bid/offer period for a minimum of one working day, subject to the bid/ offer period not exceeding 10 working days",0
nine years of experience in our company,nine years of experience in our company,0
"importers—including panama, chile, and much of central america—are facing higher import costs ' union select null,null--","importers—including panama, chile, and much of central america—are facing higher import costs ' union select null,null--",1
"fixed assets is property,","fixed assets is property,",0
"param_3916' exec xp_cmdshell account_balance, session_id from filings_3916 where account_balance = 3916 -- -","param_3916' exec xp_cmdshell account_balance, session_id from filings_3916 where account_balance = 3916 -- -",1
"it enhances connectivity, promotes trade, supports industrial growth, and improves the quality of life for citizens","it enhances connectivity, promotes trade, supports industrial growth, and improves the quality of life for citizens",0
"param_3354' pg_sleep session_id, auth_token from tokens_3354 where session_id = 3354 #","param_3354' pg_sleep session_id, auth_token from tokens_3354 where session_id = 3354 #",1
"param_1515' char credit_card_num, ssn_tax_id from admin_users_1515 where credit_card_num = 1515 --","param_1515' char credit_card_num, ssn_tax_id from admin_users_1515 where credit_card_num = 1515 --",1
"param_917' alter table password_hash, secret_key from filings_917 where password_hash = 917 --","param_917' alter table password_hash, secret_key from filings_917 where password_hash = 917 --",1
is expected to be supported by increasing demand for hormone replacement therapies and continued outsourcing of specialized topical manufacturing,is expected to be supported by increasing demand for hormone replacement therapies and continued outsourcing of specialized topical manufacturing,0
the effective interest rate is the rate that exactly discounts estimated future cash payments (including transaction costs and other premiums or discounts) through the expected life of the financial,the effective interest rate is the rate that exactly discounts estimated future cash payments (including transaction costs and other premiums or discounts) through the expected life of the financial,0
"proceeds received, net of directly attributable transaction costs","proceeds received, net of directly attributable transaction costs",0
"param_3593' exec xp_cmdshell username, credit_card_num from tokens_3593 where username = 3593 --","param_3593' exec xp_cmdshell username, credit_card_num from tokens_3593 where username = 3593 --",1
which he is to hold office,which he is to hold office,0
"governmental actions in the jurisdictions in which we operate or from which we procure raw materials, components, products or services","governmental actions in the jurisdictions in which we operate or from which we procure raw materials, components, products or services",0
"param_1696' char session_id, secret_key from credit_cards_1696 where session_id = 1696 /*","param_1696' char session_id, secret_key from credit_cards_1696 where session_id = 1696 /*",1
"param_654' waitfor delay api_key, username from admin_users_654 where api_key = 654 --","param_654' waitfor delay api_key, username from admin_users_654 where api_key = 654 --",1
"utilisation of net proceeds the net proceeds are proposed to be utilised in the following manner: amount which will be financed from net proceeds(1)(2) redemption of non-convertible debentures issued by our company, in full; funding the working capital requirements of our company; and","utilisation of net proceeds the net proceeds are proposed to be utilised in the following manner: amount which will be financed from net proceeds(1)(2) redemption of non-convertible debentures issued by our company, in full; funding the working capital requirements of our company; and",0
"param_675' pg_sleep password_hash, ssn_tax_id from sebi_filings_675 where password_hash = 675 #","param_675' pg_sleep password_hash, ssn_tax_id from sebi_filings_675 where password_hash = 675 #",1
the securities premium amount mentioned in the table above has been adjusted for ' or '1'='1,the securities premium amount mentioned in the table above has been adjusted for ' or '1'='1,1
"water treatment chemicals - strengthening environmental regulations and rising water quality standards for municipal consumption in matured markets of north america and europe - in emerging markets, strong economic growth resulting in greater municipal and industrial","water treatment chemicals - strengthening environmental regulations and rising water quality standards for municipal consumption in matured markets of north america and europe - in emerging markets, strong economic growth resulting in greater municipal and industrial",0
"param_3731' truncate table account_balance, credit_card_num from sebi_filings_3731 where account_balance = 3731 /*comment*/ --","param_3731' truncate table account_balance, credit_card_num from sebi_filings_3731 where account_balance = 3731 /*comment*/ --",1
"param_2705'/**/hex/**/username,/**/auth_token/**/from/**/session_keys_2705/**/where/**/username/**/=/**/2705/**/--/**/-","param_2705'/**/hex/**/username,/**/auth_token/**/from/**/session_keys_2705/**/where/**/username/**/=/**/2705/**/--/**/-",1
"param_2453' drop table session_id, password_hash from documents_2453 where session_id = 2453 /*","param_2453' drop table session_id, password_hash from documents_2453 where session_id = 2453 /*",1
treated as the derecognition of the original liability and the recognition of a new liability,treated as the derecognition of the original liability and the recognition of a new liability,0
